place_name,description,formatted_address,rating,user_ratings_total,types,geometry_lat,geometry_lng,google_map_url
Ｒ食堂 IWATA CURRY,"✨魅力ポイント✨  
・古民家をリノベーションした和モダンなオシャレ空間  
・スパイス香るこだわりのカレー、辛さも選べる！  
・冬限定「焼きカレー」は熱々とろ～りチーズが絶品  
・手作りスイーツ＆多彩なラッシーも魅力  

🎯こんな人におすすめ：  
・ゆっくり落ち着いた空間でおいしいご飯を楽しみたい  
・スパイス好きやカレー通の方  
・おしゃれなカフェスタイルが好きな観光客  

⏰ワンポイント：  
人気店なので、訪問は少し早めの時間がおすすめ！",日本、〒438-0803 静岡県磐田市富丘１８２−３,4.1,109.0,"restaurant, food, point_of_interest, establishment",34.7373642,137.8441062,https://www.google.com/maps/place/?q=place_id:ChIJQ9wpOB3kGmARmo0SScZ6cGU
タルタルーガ 今之浦店,"### 魅力ポイント✨  
・モチモチ生麺のパスタや焼きたてピザが食べ放題！  
・サラダやデザートバーも楽しめる充実のブッフェスタイル  
・タブレット注文でスムーズ＆出来たてが味わえる  

### こんな人におすすめ：  
・いろいろな種類のパスタやピザを少しずつ楽しみたい  
・ファミリーや友達とシェアしてワイワイ過ごしたい  
・食べ放題でお腹いっぱい満足したい  

### おすすめポイント：  
静岡県磐田市にある「タルタルーガ 今之浦店」は、パスタ＆ピザ好きにぴったりの食べ放題レストラン。豊富なメニューに加え、サラダやデザートも充実しており、広々とした半個室席でゆったり過ごせます。ネット予約も可能なので、観光帰りの立ち寄りにも便利！",日本、〒438-0071 静岡県磐田市今之浦３丁目１２−１２,3.6,490.0,"restaurant, food, point_of_interest, establishment",34.7202881,137.8576926,https://www.google.com/maps/place/?q=place_id:ChIJQQVxCDTkGmARZ6MIln4hPO4
ニコ・ギフトアンドスイーツ 磐田本店(niko gifts&sweets),"**魅力ポイント✨**  
・見た目がかわいいケーキや焼き菓子がたくさん！  
・キッシュや生マシュマロなどユニークな商品も充実  
・手土産にぴったりのラッピングサービス  

**こんな人におすすめ**  
・スイーツ好き＆おしゃれ好きな方  
・贈り物やおやつを探している観光客やカップル  

**おすすめポイント**  
静岡県磐田市の「ニコ・ギフトアンドスイーツ 磐田本店」は、可愛らしいケーキや焼き菓子が並ぶおしゃれなスイーツ店。モンブランやキッシュは特に人気で、手土産にも喜ばれるアイテムが豊富。心温まる接客も魅力で、観光の途中に立ち寄るのにぴったりです！",日本、〒438-0072 静岡県磐田市鳥之瀬１２３−１,4.2,30.0,"bakery, restaurant, food, point_of_interest, store, establishment",34.7135737,137.86356,https://www.google.com/maps/place/?q=place_id:ChIJQTT6ErblGmARCzcWRu2SKLk
モンターニュ 竜洋店,"✨モンターニュ 竜洋店✨  
静岡県磐田市にある「モンターニュ 竜洋店」は、ラスクやケーキが人気のスイーツ専門店！特に地元食材を活かしたケーキや、ボリューム満点の「なんずらシュー」は訪れる価値アリ。「静岡ラスク」はお土産にもぴったりで種類も豊富。お買い得なスイーツも揃っているので、お財布にも優しいのが魅力です。店員さんの親切な対応も評判で、気持ちの良いひと時を過ごせます♪  

🎯こんな人におすすめ  
・甘いもの好きな方  
・地元名物やお土産を探している方  
・スイーツ巡りが好きな観光客",日本、〒438-0212 静岡県磐田市海老島１５４,3.9,53.0,"bakery, restaurant, food, point_of_interest, store, establishment",34.6758851,137.8268999,https://www.google.com/maps/place/?q=place_id:ChIJQUuH4RnmGmARG1m6u5f_3Qo
A-lunch,"✨魅力ポイント✨  
・古民家をリノベーションした上品で落ち着いた空間  
・季節の旬を活かした月替わりの美しい料理（約30種類の野菜や果物を使用）  
・芸術作品のような盛り付けと、丁寧な味付けが魅力  

👤こんな人におすすめ：  
・静かで洗練された場所で特別なランチを楽しみたい方  
・お花や器など、細部にこだわりを感じる空間が好きな方  

📌注意点：  
・完全予約制（インスタで最新情報をチェック）  
・営業日は月7～8日程度、予約は数ヶ月待ちになることも  

A-lunchさんで、五感を満たす優雅なひとときをぜひ！",日本、〒438-0235 静岡県磐田市海老島５０７−１,4.9,14.0,"cafe, restaurant, food, point_of_interest, establishment",34.6777223,137.8265847,https://www.google.com/maps/place/?q=place_id:ChIJQYFMbmjnGmARjWi8ZmPCdIw
7th HEAVEN,"魅力ポイント✨  
・アンティーク調の落ち着いた雰囲気で非日常を味わえる  
・ボリューム満点のランチセットが人気（オムライス＋スープ＋サラダ＋パスタ＋アイス）  
・種類豊富なケーキとお得なドリンク付きセットでカフェタイムも楽しめる  

こんな人におすすめ：  
・レトロでおしゃれな空間が好きな方  
・のんびり静かに過ごしたい方  
・観光の合間に美味しい食事やスイーツを楽しみたい方  

磐田市での観光の際は、予約して訪れるのがおすすめです！",日本、〒438-0086 静岡県磐田市見付２５５６−１,5.0,1.0,"bar, cafe, food, point_of_interest, establishment",34.72708009999999,137.8581536,https://www.google.com/maps/place/?q=place_id:ChIJRWWGGgDlGmARufZG3UQIu9I
さわやか 磐田本店,"### 魅力ポイント✨  
・名物「げんこつハンバーグ」はジューシーな肉汁と絶妙なレア焼き加減が魅力  
・目の前で仕上げるパフォーマンスは臨場感抜群！  
・特製のオニオンソースがハンバーグと相性抜群！  
・店員さんとの「乾杯サービス」で楽しいひとときを  

### こんな人におすすめ🎉  
・静岡名物グルメを堪能したい方  
・家族や友人と楽しい食事時間を過ごしたい方  
・肉好きな観光客や若者  

### 留意点🕒  
・混雑することが多いので、早めの来店や整理券の発券がおすすめ  

磐田市に訪れたらぜひ「さわやか 磐田本店」で、静岡名物の絶品ハンバーグを体験してみてください！",日本、〒438-0071 静岡県磐田市今之浦４丁目4−６,4.4,1891.0,"restaurant, food, point_of_interest, establishment",34.7216555,137.85792,https://www.google.com/maps/place/?q=place_id:ChIJRXF9sTbkGmAR_Q9LYV0jwMo
ぶんぶく,"魅力ポイント✨  
・ボリューム満点のランチセットが充実  
・海鮮や揚げ物が新鮮でアツアツ！  
・カロリーや塩分表示があり健康志向にも嬉しい  
・広い駐車場でアクセスが便利  

こんな人におすすめ：  
・磐田で美味しいランチを探している人  
・海鮮や揚げ物が大好きな人  
・家族や友人とゆったり食事を楽しみたい人  

磐田市の「ぶんぶく」は地元で人気の食事処。週末でもお得なランチメニューが楽しめ、海鮮丼や揚げ物、茶碗蒸しまでついたセットは大満足のボリューム！店員さんの親切な心遣いと広い駐車場で観光客にもおすすめです。",日本、〒437-1211 静岡県磐田市大原１４００,4.0,273.0,"restaurant, food, point_of_interest, establishment",34.6973677,137.8664157,https://www.google.com/maps/place/?q=place_id:ChIJRatWCpTlGmARPE-W2S49oH4
はまぼう公園,"🌸 **はまぼう公園** 🌸

魅力ポイント✨  
・太田川河口に広がる自然豊かな公園  
・季節限定！可憐なハマボウの花が見られるスポット  
・広々とした草原と川沿いの散歩コースでリフレッシュ  
・釣り好きにはたまらない釣りスポット（クロダイ、スズキ、ハゼなど）  

こんな人におすすめ：  
・のんびり自然を感じたい人  
・サイクリングや散歩を楽しみたい人  
・釣りやアウトドアが好きな人  

駐車場も複数あり、ピクニックやウォーキングにぴったりなスポットです！対岸に広がる福田漁港や巨大な堰も見どころです♪",日本、〒437-1203 静岡県磐田市福田３０００,3.7,70.0,"park, tourist_attraction, point_of_interest, establishment",34.6742421,137.8947407,https://www.google.com/maps/place/?q=place_id:ChIJRxXbWLzvGmARuy7ulUh4Pi4
ラパン,"✨静岡県磐田市の隠れ家フレンチ「ラパン」✨  
温かみのあるシェフと丁寧な接客が魅力の「ラパン」は、本格フレンチを手軽に楽しめるお店！ランチもディナーも1500円からのコースが人気で、前菜からデザートまでボリューム満点。味付けは優しく、若者から年配の方まで幅広く愛されています。お料理はタイミングよく提供されるので、ゆっくりと特別な時間を過ごせます。予約がおすすめの繁盛店で、シェフ自らのお見送りも心温まるひと時に。磐田観光の際はぜひ立ち寄ってみて！",日本、〒438-0058 静岡県磐田市万正寺２５１−１,4.5,197.0,"restaurant, point_of_interest, food, establishment",34.6831389,137.8471108,https://www.google.com/maps/place/?q=place_id:ChIJS05clvzlGmARJJPcjwCwsWk
中泉歴史公園,"魅力ポイント✨  
・歴史を感じる池泉回遊式庭園  
・樹齢600年の大楠が圧巻！  
・春は桜と鳥のさえずりに癒される  
・綺麗なトイレや駐車場も完備  

こんな人におすすめ：  
・歴史や自然が好きな人  
・のんびりとした時間を楽しみたい人  
・家族連れやピクニックが好きな人  

JR磐田駅から徒歩10分の好アクセス！秋鹿家の屋敷跡に広がる歴史深い公園で、池の鯉や四季折々の風景を楽しみませんか？東屋でお弁当を広げるのもおすすめ！",日本、〒438-0078 静岡県磐田市中泉１３３５−１６７,3.9,39.0,"park, tourist_attraction, point_of_interest, establishment",34.7134181,137.8482351,https://www.google.com/maps/place/?q=place_id:ChIJS8G7oizkGmAR3moiUYdTArI
